Return_ID,Return_Date,Return_Reason,Return_Status,Approval_Date,Return_Notes,Customer_account_ID
RET001973,2024-07-21,Duplicate purchase,Pending,,Customer requested return. Condition noted.,CST002707
RET001974,2022-01-26,Wrong item delivered,Approved,2022-02-01,Customer requested return. Condition noted.,CST001146
RET001975,2023-07-10,Incompatible with device,Approved,2023-07-11,Customer requested return. Condition noted.,CST002895
RET001976,2022-09-11,Defective product,Rejected,2022-09-17,Customer requested return. Condition noted.,CST002257
RET001977,2025-11-13,Wrong item delivered,Rejected,2025-11-17,Customer requested return. Condition noted.,CST002362
RET001978,2025-08-21,Duplicate purchase,Pending,,Customer requested return. Condition noted.,CST000734
RET001979,2023-08-29,Changed mind,Approved,2023-08-31,Customer requested return. Condition noted.,CST000763
RET001980,2025-07-23,Wrong item delivered,Approved,2025-07-30,Customer requested return. Condition noted.,CST001678
RET001981,2025-07-23,Product not as described,Approved,2025-07-29,Customer requested return. Condition noted.,CST000640
RET001982,2023-12-22,Wrong item delivered,Processing,,Customer requested return. Condition noted.,CST000769
RET001983,2023-04-17,Better price found elsewhere,Approved,2023-04-24,Customer requested return. Condition noted.,CST002724
RET001984,2022-03-16,Defective product,Approved,2022-03-23,Customer requested return. Condition noted.,CST001261
RET001985,2022-12-25,Incompatible with device,Approved,2022-12-26,Customer requested return. Condition noted.,CST002242
RET001986,2025-06-11,Better price found elsewhere,Rejected,2025-06-12,Customer requested return. Condition noted.,CST000853
RET001987,2024-05-29,Better price found elsewhere,Approved,2024-06-02,Customer requested return. Condition noted.,CST000382
RET001988,2025-11-07,Better price found elsewhere,Approved,2025-11-14,Customer requested return. Condition noted.,CST001514
RET001989,2022-01-04,Duplicate purchase,Rejected,2022-01-06,Customer requested return. Condition noted.,CST000619
RET001990,2024-02-23,Better price found elsewhere,Pending,,Customer requested return. Condition noted.,CST002059
RET001991,2023-02-01,Better price found elsewhere,Approved,2023-02-07,Customer requested return. Condition noted.,CST001246
RET001992,2022-03-29,Wrong item delivered,Approved,2022-04-05,Customer requested return. Condition noted.,CST002643
RET001993,2023-01-05,Better price found elsewhere,Approved,2023-01-06,Customer requested return. Condition noted.,CST000430
RET001994,2024-09-29,Wrong item delivered,Approved,2024-10-04,Customer requested return. Condition noted.,CST001586
RET001995,2025-08-21,Product not as described,Processing,,Customer requested return. Condition noted.,CST002280
RET001996,2025-12-20,Better price found elsewhere,Rejected,2025-12-25,Customer requested return. Condition noted.,CST000432
RET001997,2024-05-30,Defective product,Approved,2024-06-04,Customer requested return. Condition noted.,CST000402
RET001998,2022-10-02,Damaged during shipping,Processing,,Customer requested return. Condition noted.,CST002681
RET001999,2024-12-18,Changed mind,Approved,2024-12-22,Customer requested return. Condition noted.,CST001752
RET002000,2024-12-26,Better price found elsewhere,Pending,,Customer requested return. Condition noted.,CST000460
RET002001,2025-04-08,Wrong item delivered,Approved,2025-04-14,Customer requested return. Condition noted.,CST001317
RET002002,2023-08-09,Wrong item delivered,Approved,2023-08-14,Customer requested return. Condition noted.,CST000485
RET002003,2022-04-14,Product not as described,Pending,,Customer requested return. Condition noted.,CST002417
RET002004,2024-08-02,Product not as described,Approved,2024-08-06,Customer requested return. Condition noted.,CST001200
RET002005,2025-10-08,Defective product,Approved,2025-10-15,Customer requested return. Condition noted.,CST000110
RET002006,2022-08-18,Incompatible with device,Pending,,Customer requested return. Condition noted.,CST000410
RET002007,2024-10-05,Wrong item delivered,Pending,,Customer requested return. Condition noted.,CST000034
RET002008,2023-05-07,Defective product,Approved,2023-05-14,Customer requested return. Condition noted.,CST000550
RET002009,2022-07-18,Better price found elsewhere,Approved,2022-07-25,Customer requested return. Condition noted.,CST001154
RET002010,2025-04-09,Damaged during shipping,Approved,2025-04-16,Customer requested return. Condition noted.,CST002854
RET002011,2023-03-27,Damaged during shipping,Approved,2023-03-30,Customer requested return. Condition noted.,CST000889
RET002012,2023-09-28,Changed mind,Pending,,Customer requested return. Condition noted.,CST002005
RET002013,2023-10-10,Defective product,Rejected,2023-10-16,Customer requested return. Condition noted.,CST000113
RET002014,2024-11-11,Damaged during shipping,Approved,2024-11-13,Customer requested return. Condition noted.,CST001003
RET002015,2022-08-12,Duplicate purchase,Rejected,2022-08-19,Customer requested return. Condition noted.,CST001838
RET002016,2025-10-22,Product not as described,Pending,,Customer requested return. Condition noted.,CST000598
RET002017,2022-12-17,Better price found elsewhere,Pending,,Customer requested return. Condition noted.,CST001407
RET002018,2024-04-17,Changed mind,Pending,,Customer requested return. Condition noted.,CST000788
RET002019,2023-03-22,Wrong item delivered,Processing,,Customer requested return. Condition noted.,CST002301
RET002020,2025-05-06,Better price found elsewhere,Approved,2025-05-09,Customer requested return. Condition noted.,CST002060
RET002021,2024-05-05,Wrong item delivered,Approved,2024-05-10,Customer requested return. Condition noted.,CST002554
RET002022,2023-01-20,Damaged during shipping,Approved,2023-01-22,Customer requested return. Condition noted.,CST002130
RET002023,2022-09-30,Damaged during shipping,Processing,,Customer requested return. Condition noted.,CST002899
RET002024,2023-03-22,Incompatible with device,Processing,,Customer requested return. Condition noted.,CST001458
RET002025,2023-07-07,Wrong item delivered,Approved,2023-07-11,Customer requested return. Condition noted.,CST002193
RET002026,2022-03-24,Better price found elsewhere,Approved,2022-03-31,Customer requested return. Condition noted.,CST000545
RET002027,2025-12-17,Damaged during shipping,Pending,,Customer requested return. Condition noted.,CST000332
RET002028,2025-08-29,Product not as described,Processing,,Customer requested return. Condition noted.,CST000581
RET002029,2023-03-07,Incompatible with device,Approved,2023-03-11,Customer requested return. Condition noted.,CST002715
RET002030,2023-09-17,Incompatible with device,Approved,2023-09-20,Customer requested return. Condition noted.,CST001728
RET002031,2024-04-16,Incompatible with device,Approved,2024-04-19,Customer requested return. Condition noted.,CST001816
RET002032,2023-07-23,Damaged during shipping,Approved,2023-07-28,Customer requested return. Condition noted.,CST002249
RET002033,2024-06-03,Wrong item delivered,Approved,2024-06-09,Customer requested return. Condition noted.,CST002967
RET002034,2022-08-17,Defective product,Pending,,Customer requested return. Condition noted.,CST002966
RET002035,2025-12-01,Product not as described,Pending,,Customer requested return. Condition noted.,CST000113
RET002036,2025-11-14,Damaged during shipping,Approved,2025-11-20,Customer requested return. Condition noted.,CST000858
RET002037,2022-04-25,Defective product,Approved,2022-04-30,Customer requested return. Condition noted.,CST001828
RET002038,2025-09-28,Better price found elsewhere,Approved,2025-10-05,Customer requested return. Condition noted.,CST001675
RET002039,2024-08-08,Damaged during shipping,Approved,2024-08-15,Customer requested return. Condition noted.,CST000788
RET002040,2023-06-28,Wrong item delivered,Approved,2023-06-30,Customer requested return. Condition noted.,CST001818
RET002041,2023-05-09,Product not as described,Approved,2023-05-12,Customer requested return. Condition noted.,CST000299
RET002042,2024-09-05,Changed mind,Approved,2024-09-06,Customer requested return. Condition noted.,CST001201
RET002043,2025-01-08,Changed mind,Processing,,Customer requested return. Condition noted.,CST000636
RET002044,2025-10-28,Better price found elsewhere,Approved,2025-11-01,Customer requested return. Condition noted.,CST001662
RET002045,2023-10-06,Product not as described,Pending,,Customer requested return. Condition noted.,CST001031
RET002046,2022-01-03,Defective product,Approved,2022-01-09,Customer requested return. Condition noted.,CST002912
RET002047,2024-01-23,Incompatible with device,Pending,,Customer requested return. Condition noted.,CST002080
RET002048,2025-03-15,Product not as described,Approved,2025-03-17,Customer requested return. Condition noted.,CST002259
RET002049,2024-02-06,Wrong item delivered,Processing,,Customer requested return. Condition noted.,CST000753
RET002050,2025-10-10,Duplicate purchase,Rejected,2025-10-12,Customer requested return. Condition noted.,CST001291
RET002051,2022-09-09,Changed mind,Approved,2022-09-16,Customer requested return. Condition noted.,CST001693
RET002052,2024-11-02,Damaged during shipping,Processing,,Customer requested return. Condition noted.,CST001510
RET002053,2024-01-09,Damaged during shipping,Pending,,Customer requested return. Condition noted.,CST000061
RET002054,2023-08-10,Wrong item delivered,Approved,2023-08-17,Customer requested return. Condition noted.,CST002974
RET002055,2022-04-08,Wrong item delivered,Approved,2022-04-09,Customer requested return. Condition noted.,CST000831
RET002056,2024-03-22,Damaged during shipping,Pending,,Customer requested return. Condition noted.,CST001575
RET002057,2023-05-23,Product not as described,Pending,,Customer requested return. Condition noted.,CST002064
RET002058,2024-09-05,Better price found elsewhere,Pending,,Customer requested return. Condition noted.,CST001637
RET002059,2023-12-25,Wrong item delivered,Approved,2023-12-28,Customer requested return. Condition noted.,CST000017
RET002060,2024-11-28,Incompatible with device,Approved,2024-12-04,Customer requested return. Condition noted.,CST000471
RET002061,2024-12-30,Incompatible with device,Approved,2025-01-02,Customer requested return. Condition noted.,CST002763
RET002062,2023-02-11,Better price found elsewhere,Pending,,Customer requested return. Condition noted.,CST001615
RET002063,2022-01-28,Changed mind,Approved,2022-01-29,Customer requested return. Condition noted.,CST001731
RET002064,2025-01-16,Product not as described,Approved,2025-01-17,Customer requested return. Condition noted.,CST002246
RET002065,2025-07-26,Product not as described,Processing,,Customer requested return. Condition noted.,CST002515
RET002066,2024-10-22,Damaged during shipping,Approved,2024-10-23,Customer requested return. Condition noted.,CST000325
RET002067,2022-04-17,Damaged during shipping,Pending,,Customer requested return. Condition noted.,CST000244
RET002068,2023-01-18,Product not as described,Approved,2023-01-21,Customer requested return. Condition noted.,CST000793
RET002069,2024-02-14,Product not as described,Approved,2024-02-15,Customer requested return. Condition noted.,CST002387
RET002070,2023-07-10,Defective product,Processing,,Customer requested return. Condition noted.,CST001855
RET002071,2023-11-05,Wrong item delivered,Processing,,Customer requested return. Condition noted.,CST002020
RET002072,2023-04-08,Incompatible with device,Approved,2023-04-10,Customer requested return. Condition noted.,CST002769
RET002073,2023-07-09,Defective product,Pending,,Customer requested return. Condition noted.,CST002366
RET002074,2023-11-26,Damaged during shipping,Approved,2023-12-01,Customer requested return. Condition noted.,CST002874
RET002075,2025-09-24,Defective product,Approved,2025-09-26,Customer requested return. Condition noted.,CST002622
RET002076,2023-10-15,Incompatible with device,Pending,,Customer requested return. Condition noted.,CST000326
RET002077,2023-01-16,Wrong item delivered,Approved,2023-01-20,Customer requested return. Condition noted.,CST000379
RET002078,2024-02-29,Better price found elsewhere,Approved,2024-03-02,Customer requested return. Condition noted.,CST002311
RET002079,2025-02-24,Changed mind,Pending,,Customer requested return. Condition noted.,CST000749
RET002080,2023-07-17,Changed mind,Approved,2023-07-18,Customer requested return. Condition noted.,CST000055
RET002081,2023-12-06,Defective product,Approved,2023-12-11,Customer requested return. Condition noted.,CST002615
RET002082,2024-04-30,Changed mind,Processing,,Customer requested return. Condition noted.,CST002072
RET002083,2025-08-29,Incompatible with device,Approved,2025-09-05,Customer requested return. Condition noted.,CST002370
RET002084,2025-06-22,Changed mind,Approved,2025-06-29,Customer requested return. Condition noted.,CST000112
RET002085,2025-09-02,Wrong item delivered,Approved,2025-09-08,Customer requested return. Condition noted.,CST002919
RET002086,2022-12-09,Incompatible with device,Approved,2022-12-16,Customer requested return. Condition noted.,CST001674
RET002087,2024-10-30,Defective product,Approved,2024-11-02,Customer requested return. Condition noted.,CST000867
RET002088,2023-04-09,Incompatible with device,Pending,,Customer requested return. Condition noted.,CST002986
RET002089,2024-02-27,Wrong item delivered,Pending,,Customer requested return. Condition noted.,CST000300
RET002090,2022-01-10,Wrong item delivered,Approved,2022-01-16,Customer requested return. Condition noted.,CST000200
RET002091,2024-11-14,Product not as described,Approved,2024-11-18,Customer requested return. Condition noted.,CST002231
RET002092,2022-07-20,Damaged during shipping,Approved,2022-07-23,Customer requested return. Condition noted.,CST000962
RET002093,2023-12-06,Incompatible with device,Approved,2023-12-13,Customer requested return. Condition noted.,CST002464
RET002094,2024-07-17,Defective product,Approved,2024-07-22,Customer requested return. Condition noted.,CST002083
RET002095,2022-10-01,Defective product,Approved,2022-10-06,Customer requested return. Condition noted.,CST000304
RET002096,2025-08-05,Damaged during shipping,Approved,2025-08-09,Customer requested return. Condition noted.,CST001438
RET002097,2025-01-25,Incompatible with device,Approved,2025-01-29,Customer requested return. Condition noted.,CST001731
RET002098,2024-11-27,Changed mind,Processing,,Customer requested return. Condition noted.,CST000520
RET002099,2023-11-28,Wrong item delivered,Approved,2023-12-01,Customer requested return. Condition noted.,CST002378
RET002100,2025-12-14,Better price found elsewhere,Pending,,Customer requested return. Condition noted.,CST000973
RET002101,2022-07-24,Changed mind,Approved,2022-07-29,Customer requested return. Condition noted.,CST000477
RET002102,2025-07-29,Incompatible with device,Approved,2025-07-31,Customer requested return. Condition noted.,CST001854
RET002103,2025-01-09,Defective product,Rejected,2025-01-13,Customer requested return. Condition noted.,CST001684
RET002104,2022-09-07,Incompatible with device,Approved,2022-09-12,Customer requested return. Condition noted.,CST002481
RET002105,2022-11-02,Defective product,Rejected,2022-11-08,Customer requested return. Condition noted.,CST000030
RET002106,2025-12-23,Wrong item delivered,Processing,,Customer requested return. Condition noted.,CST000183
RET002107,2024-06-29,Changed mind,Approved,2024-07-04,Customer requested return. Condition noted.,CST000149
RET002108,2025-08-09,Defective product,Approved,2025-08-11,Customer requested return. Condition noted.,CST000230
RET002109,2022-10-16,Duplicate purchase,Rejected,2022-10-21,Customer requested return. Condition noted.,CST001145
RET002110,2022-04-24,Defective product,Approved,2022-05-01,Customer requested return. Condition noted.,CST000648
RET002111,2023-11-27,Product not as described,Approved,2023-11-30,Customer requested return. Condition noted.,CST001708
RET002112,2022-02-28,Product not as described,Approved,2022-03-05,Customer requested return. Condition noted.,CST002029
RET002113,2024-04-10,Product not as described,Approved,2024-04-16,Customer requested return. Condition noted.,CST001961
RET002114,2023-09-14,Wrong item delivered,Approved,2023-09-17,Customer requested return. Condition noted.,CST000591
RET002115,2023-10-15,Wrong item delivered,Approved,2023-10-19,Customer requested return. Condition noted.,CST002398
RET002116,2023-01-28,Product not as described,Approved,2023-02-03,Customer requested return. Condition noted.,CST000338
RET002117,2024-02-08,Changed mind,Pending,,Customer requested return. Condition noted.,CST001811
RET002118,2025-10-17,Changed mind,Approved,2025-10-18,Customer requested return. Condition noted.,CST002010
RET002119,2024-06-20,Product not as described,Approved,2024-06-22,Customer requested return. Condition noted.,CST000496
RET002120,2024-11-17,Better price found elsewhere,Processing,,Customer requested return. Condition noted.,CST001034
RET002121,2025-02-26,Defective product,Rejected,2025-03-04,Customer requested return. Condition noted.,CST001709
RET002122,2024-01-18,Incompatible with device,Approved,2024-01-24,Customer requested return. Condition noted.,CST002349
RET002123,2022-12-28,Damaged during shipping,Pending,,Customer requested return. Condition noted.,CST001444
RET002124,2024-09-14,Better price found elsewhere,Rejected,2024-09-20,Customer requested return. Condition noted.,CST002547
RET002125,2024-05-25,Product not as described,Approved,2024-05-26,Customer requested return. Condition noted.,CST001395
RET002126,2025-03-26,Changed mind,Approved,2025-03-31,Customer requested return. Condition noted.,CST000526
RET002127,2023-04-27,Defective product,Approved,2023-04-30,Customer requested return. Condition noted.,CST001790
RET002128,2022-10-26,Changed mind,Approved,2022-10-30,Customer requested return. Condition noted.,CST002707
RET002129,2023-05-26,Better price found elsewhere,Pending,,Customer requested return. Condition noted.,CST001382
RET002130,2024-10-20,Changed mind,Rejected,2024-10-22,Customer requested return. Condition noted.,CST001300
RET002131,2025-03-20,Better price found elsewhere,Approved,2025-03-23,Customer requested return. Condition noted.,CST001331
RET002132,2023-09-07,Product not as described,Approved,2023-09-13,Customer requested return. Condition noted.,CST000040
RET002133,2022-05-25,Wrong item delivered,Processing,,Customer requested return. Condition noted.,CST002028
RET002134,2022-07-13,Incompatible with device,Pending,,Customer requested return. Condition noted.,CST002797
RET002135,2025-10-10,Incompatible with device,Approved,2025-10-17,Customer requested return. Condition noted.,CST002344
RET002136,2025-06-11,Changed mind,Approved,2025-06-15,Customer requested return. Condition noted.,CST001069
RET002137,2023-04-22,Product not as described,Processing,,Customer requested return. Condition noted.,CST001441
RET002138,2022-08-19,Duplicate purchase,Processing,,Customer requested return. Condition noted.,CST001075
RET002139,2022-03-15,Defective product,Pending,,Customer requested return. Condition noted.,CST002717
RET002140,2024-05-09,Wrong item delivered,Approved,2024-05-14,Customer requested return. Condition noted.,CST000250
RET002141,2025-04-10,Wrong item delivered,Approved,2025-04-11,Customer requested return. Condition noted.,CST002609
RET002142,2024-11-11,Damaged during shipping,Approved,2024-11-14,Customer requested return. Condition noted.,CST001017
RET002143,2022-12-20,Product not as described,Processing,,Customer requested return. Condition noted.,CST000840
RET002144,2024-11-19,Product not as described,Pending,,Customer requested return. Condition noted.,CST001973
RET002145,2023-04-01,Product not as described,Pending,,Customer requested return. Condition noted.,CST001492
RET002146,2022-05-02,Damaged during shipping,Rejected,2022-05-07,Customer requested return. Condition noted.,CST002975
RET002147,2022-12-10,Damaged during shipping,Rejected,2022-12-13,Customer requested return. Condition noted.,CST002277
RET002148,2025-08-21,Changed mind,Approved,2025-08-27,Customer requested return. Condition noted.,CST002453
RET002149,2023-08-21,Wrong item delivered,Rejected,2023-08-27,Customer requested return. Condition noted.,CST002672
RET002150,2022-08-09,Defective product,Approved,2022-08-14,Customer requested return. Condition noted.,CST001955
RET002151,2025-02-27,Product not as described,Approved,2025-02-28,Customer requested return. Condition noted.,CST000594
RET002152,2025-10-07,Product not as described,Approved,2025-10-11,Customer requested return. Condition noted.,CST000358
RET002153,2024-12-01,Damaged during shipping,Processing,,Customer requested return. Condition noted.,CST002131
RET002154,2023-01-24,Product not as described,Approved,2023-01-26,Customer requested return. Condition noted.,CST000693
RET002155,2023-08-28,Wrong item delivered,Pending,,Customer requested return. Condition noted.,CST000089
RET002156,2023-03-08,Better price found elsewhere,Pending,,Customer requested return. Condition noted.,CST002699
RET002157,2025-02-23,Changed mind,Approved,2025-02-27,Customer requested return. Condition noted.,CST002582
RET002158,2024-05-10,Product not as described,Pending,,Customer requested return. Condition noted.,CST002927
RET002159,2024-01-04,Better price found elsewhere,Approved,2024-01-10,Customer requested return. Condition noted.,CST000780
RET002160,2025-02-12,Incompatible with device,Approved,2025-02-13,Customer requested return. Condition noted.,CST000974
RET002161,2024-05-04,Better price found elsewhere,Approved,2024-05-08,Customer requested return. Condition noted.,CST001174
RET002162,2023-02-17,Duplicate purchase,Approved,2023-02-24,Customer requested return. Condition noted.,CST000950
RET002163,2022-11-29,Incompatible with device,Approved,2022-12-06,Customer requested return. Condition noted.,CST000789
RET002164,2024-04-07,Product not as described,Approved,2024-04-09,Customer requested return. Condition noted.,CST000027
RET002165,2023-02-03,Product not as described,Approved,2023-02-07,Customer requested return. Condition noted.,CST001882
RET002166,2024-05-19,Product not as described,Rejected,2024-05-25,Customer requested return. Condition noted.,CST001899
RET002167,2022-05-15,Defective product,Approved,2022-05-19,Customer requested return. Condition noted.,CST001701
RET002168,2023-07-27,Duplicate purchase,Pending,,Customer requested return. Condition noted.,CST001504
RET002169,2022-04-19,Wrong item delivered,Rejected,2022-04-23,Customer requested return. Condition noted.,CST000415
RET002170,2024-04-11,Incompatible with device,Approved,2024-04-12,Customer requested return. Condition noted.,CST001931
RET002171,2025-07-21,Wrong item delivered,Approved,2025-07-23,Customer requested return. Condition noted.,CST001246
RET002172,2024-03-27,Defective product,Pending,,Customer requested return. Condition noted.,CST000984
RET002173,2023-05-14,Changed mind,Pending,,Customer requested return. Condition noted.,CST001082
RET002174,2022-04-09,Incompatible with device,Approved,2022-04-15,Customer requested return. Condition noted.,CST001606
RET002175,2024-09-10,Wrong item delivered,Pending,,Customer requested return. Condition noted.,CST001395
RET002176,2025-05-26,Duplicate purchase,Rejected,2025-05-29,Customer requested return. Condition noted.,CST002761
RET002177,2024-12-07,Incompatible with device,Approved,2024-12-13,Customer requested return. Condition noted.,CST002029
RET002178,2023-03-09,Defective product,Approved,2023-03-16,Customer requested return. Condition noted.,CST001668
RET002179,2024-08-07,Changed mind,Approved,2024-08-08,Customer requested return. Condition noted.,CST002980
RET002180,2022-09-25,Changed mind,Approved,2022-10-02,Customer requested return. Condition noted.,CST001934
RET002181,2025-10-01,Wrong item delivered,Pending,,Customer requested return. Condition noted.,CST001157
RET002182,2023-07-08,Duplicate purchase,Pending,,Customer requested return. Condition noted.,CST002595
RET002183,2022-01-05,Defective product,Approved,2022-01-06,Customer requested return. Condition noted.,CST001695
RET002184,2024-10-30,Better price found elsewhere,Approved,2024-10-31,Customer requested return. Condition noted.,CST002340
RET002185,2022-11-03,Changed mind,Pending,,Customer requested return. Condition noted.,CST002940
RET002186,2025-01-11,Changed mind,Rejected,2025-01-15,Customer requested return. Condition noted.,CST000435
RET002187,2023-12-14,Better price found elsewhere,Approved,2023-12-15,Customer requested return. Condition noted.,CST000065
RET002188,2023-09-12,Better price found elsewhere,Approved,2023-09-15,Customer requested return. Condition noted.,CST002214
RET002189,2022-07-29,Damaged during shipping,Processing,,Customer requested return. Condition noted.,CST002306
RET002190,2025-12-29,Wrong item delivered,Approved,2025-12-30,Customer requested return. Condition noted.,CST001388
RET002191,2024-01-10,Damaged during shipping,Approved,2024-01-15,Customer requested return. Condition noted.,CST002588
RET002192,2022-07-01,Product not as described,Approved,2022-07-04,Customer requested return. Condition noted.,CST001324
RET002193,2022-08-13,Wrong item delivered,Approved,2022-08-16,Customer requested return. Condition noted.,CST000142
RET002194,2022-08-02,Changed mind,Approved,2022-08-03,Customer requested return. Condition noted.,CST001280
RET002195,2023-01-22,Damaged during shipping,Approved,2023-01-26,Customer requested return. Condition noted.,CST002046
RET002196,2023-01-06,Product not as described,Rejected,2023-01-09,Customer requested return. Condition noted.,CST001830
RET002197,2023-08-18,Wrong item delivered,Approved,2023-08-19,Customer requested return. Condition noted.,CST000917
RET002198,2024-10-25,Duplicate purchase,Processing,,Customer requested return. Condition noted.,CST002482
RET002199,2022-08-01,Wrong item delivered,Rejected,2022-08-02,Customer requested return. Condition noted.,CST000605
RET002200,2023-06-06,Product not as described,Approved,2023-06-09,Customer requested return. Condition noted.,CST001821
RET002201,2025-10-02,Defective product,Approved,2025-10-06,Customer requested return. Condition noted.,CST001103
RET002202,2023-07-31,Product not as described,Approved,2023-08-06,Customer requested return. Condition noted.,CST000566
RET002203,2022-04-02,Duplicate purchase,Approved,2022-04-08,Customer requested return. Condition noted.,CST001846
RET002204,2025-09-25,Defective product,Approved,2025-10-02,Customer requested return. Condition noted.,CST002926
RET002205,2023-03-05,Changed mind,Processing,,Customer requested return. Condition noted.,CST000845
RET002206,2023-05-28,Wrong item delivered,Rejected,2023-05-30,Customer requested return. Condition noted.,CST002476
RET002207,2025-01-02,Damaged during shipping,Processing,,Customer requested return. Condition noted.,CST001214
RET002208,2022-10-20,Incompatible with device,Processing,,Customer requested return. Condition noted.,CST001609
RET002209,2025-08-11,Changed mind,Pending,,Customer requested return. Condition noted.,CST001688
RET002210,2025-04-09,Changed mind,Processing,,Customer requested return. Condition noted.,CST001215
RET002211,2022-11-22,Incompatible with device,Pending,,Customer requested return. Condition noted.,CST002448
RET002212,2022-05-28,Better price found elsewhere,Approved,2022-05-29,Customer requested return. Condition noted.,CST001655
RET002213,2024-06-18,Changed mind,Pending,,Customer requested return. Condition noted.,CST001363
RET002214,2022-10-22,Wrong item delivered,Pending,,Customer requested return. Condition noted.,CST000347
RET002215,2023-07-18,Changed mind,Approved,2023-07-20,Customer requested return. Condition noted.,CST000580
RET002216,2024-08-15,Duplicate purchase,Approved,2024-08-17,Customer requested return. Condition noted.,CST002320
RET002217,2025-03-27,Wrong item delivered,Pending,,Customer requested return. Condition noted.,CST002632
RET002218,2025-09-22,Damaged during shipping,Rejected,2025-09-26,Customer requested return. Condition noted.,CST002941
RET002219,2025-04-22,Duplicate purchase,Processing,,Customer requested return. Condition noted.,CST002649
RET002220,2024-07-15,Duplicate purchase,Rejected,2024-07-20,Customer requested return. Condition noted.,CST000540
RET002221,2024-08-21,Damaged during shipping,Approved,2024-08-26,Customer requested return. Condition noted.,CST000643
RET002222,2023-07-06,Duplicate purchase,Approved,2023-07-10,Customer requested return. Condition noted.,CST002387
RET002223,2023-09-30,Better price found elsewhere,Rejected,2023-10-01,Customer requested return. Condition noted.,CST002210
RET002224,2025-03-26,Damaged during shipping,Rejected,2025-03-29,Customer requested return. Condition noted.,CST001952
RET002225,2022-01-17,Better price found elsewhere,Approved,2022-01-20,Customer requested return. Condition noted.,CST002170
RET002226,2024-10-19,Wrong item delivered,Approved,2024-10-25,Customer requested return. Condition noted.,CST000299
RET002227,2022-10-20,Incompatible with device,Approved,2022-10-25,Customer requested return. Condition noted.,CST001735
RET002228,2024-07-15,Product not as described,Approved,2024-07-21,Customer requested return. Condition noted.,CST002339
RET002229,2022-11-11,Better price found elsewhere,Pending,,Customer requested return. Condition noted.,CST000161
RET002230,2023-08-24,Defective product,Approved,2023-08-29,Customer requested return. Condition noted.,CST000119
RET002231,2024-09-16,Incompatible with device,Rejected,2024-09-18,Customer requested return. Condition noted.,CST000205
RET002232,2022-10-16,Duplicate purchase,Approved,2022-10-19,Customer requested return. Condition noted.,CST002796
RET002233,2023-10-16,Duplicate purchase,Approved,2023-10-21,Customer requested return. Condition noted.,CST002840
RET002234,2022-11-30,Duplicate purchase,Approved,2022-12-04,Customer requested return. Condition noted.,CST001458
RET002235,2025-11-21,Product not as described,Processing,,Customer requested return. Condition noted.,CST000141
RET002236,2025-12-09,Better price found elsewhere,Approved,2025-12-12,Customer requested return. Condition noted.,CST002098
RET002237,2023-01-02,Changed mind,Approved,2023-01-08,Customer requested return. Condition noted.,CST002973
RET002238,2025-05-13,Defective product,Approved,2025-05-18,Customer requested return. Condition noted.,CST001792
RET002239,2022-08-06,Better price found elsewhere,Approved,2022-08-08,Customer requested return. Condition noted.,CST001288
RET002240,2023-06-04,Duplicate purchase,Pending,,Customer requested return. Condition noted.,CST000923
RET002241,2024-12-20,Better price found elsewhere,Approved,2024-12-23,Customer requested return. Condition noted.,CST000627
RET002242,2022-04-15,Better price found elsewhere,Rejected,2022-04-22,Customer requested return. Condition noted.,CST002554
RET002243,2024-11-19,Wrong item delivered,Approved,2024-11-22,Customer requested return. Condition noted.,CST001274
RET002244,2025-09-16,Product not as described,Processing,,Customer requested return. Condition noted.,CST001538
RET002245,2022-06-27,Product not as described,Approved,2022-07-01,Customer requested return. Condition noted.,CST002472
RET002246,2024-11-08,Damaged during shipping,Pending,,Customer requested return. Condition noted.,CST002364
RET002247,2025-02-21,Duplicate purchase,Approved,2025-02-22,Customer requested return. Condition noted.,CST001752
RET002248,2023-02-21,Damaged during shipping,Rejected,2023-02-23,Customer requested return. Condition noted.,CST002802
RET002249,2025-08-23,Damaged during shipping,Rejected,2025-08-26,Customer requested return. Condition noted.,CST001804
RET002250,2022-01-16,Damaged during shipping,Pending,,Customer requested return. Condition noted.,CST002054
RET002251,2025-07-24,Better price found elsewhere,Rejected,2025-07-26,Customer requested return. Condition noted.,CST001928
RET002252,2022-12-13,Wrong item delivered,Rejected,2022-12-19,Customer requested return. Condition noted.,CST000906
RET002253,2024-12-08,Changed mind,Approved,2024-12-11,Customer requested return. Condition noted.,CST001471
RET002254,2023-01-29,Wrong item delivered,Approved,2023-02-01,Customer requested return. Condition noted.,CST001982
RET002255,2024-09-21,Changed mind,Approved,2024-09-22,Customer requested return. Condition noted.,CST000354
RET002256,2025-03-31,Wrong item delivered,Approved,2025-04-01,Customer requested return. Condition noted.,CST000283
RET002257,2022-09-30,Changed mind,Approved,2022-10-06,Customer requested return. Condition noted.,CST001648
RET002258,2024-01-23,Product not as described,Processing,,Customer requested return. Condition noted.,CST001369
RET002259,2025-03-14,Damaged during shipping,Pending,,Customer requested return. Condition noted.,CST002428
RET002260,2024-06-22,Damaged during shipping,Approved,2024-06-26,Customer requested return. Condition noted.,CST001239
RET002261,2025-03-06,Changed mind,Processing,,Customer requested return. Condition noted.,CST002833
RET002262,2023-10-06,Better price found elsewhere,Approved,2023-10-11,Customer requested return. Condition noted.,CST001410
